date,Bower (JS),Clojars (Clojure),CPAN,CPAN (search),CRAN (R),Crates.io (Rust),GoDoc (Go),Hackage (Haskell),Hex.pm (Elixir/Erlang),LuaRocks (Lua),Maven Central (Java),MELPA (Emacs),npm (node.js),nuget (.NET),Packagist (PHP),Pear (PHP),PyPI,Rubygems.org
2015/07/23,37154,13200,32159,32159,6892,2612,78620,8469,767,781,112130,2585,167564,39676,65202,600,63383,104948
2015/07/24,37241,13220,32162,32162,6898,2622,78832,8474,770,782,112274,2585,167834,39707,65313,600,63436,104994
2015/07/25,37294,13234,32164,32164,6903,2632,79014,8479,773,782,112376,2590,168145,39748,65403,600,63484,105033
2015/07/26,37331,13239,32172,32172,6909,2638,79181,8483,779,782,,2590,168371,39778,65480,600,63529,105062
2015/07/27,37384,13249,32180,32180,6913,2653,79408,8486,782,783,112542,2592,168785,39806,65573,600,63583,105099
2015/07/28,37468,13262,32191,32191,6924,2657,79624,8489,782,783,112590,2594,169134,39880,65662,600,63660,105140
2015/07/29,37539,13275,32191,32191,6940,2663,79893,8494,788,784,112797,2596,169480,39962,65761,600,63729,105188
2015/07/30,37611,13284,32199,32199,6946,2669,80179,8496,791,784,112920,2597,169816,40003,65869,600,63794,105259
2015/07/31,37683,13297,32208,32208,6952,2676,80424,8499,806,784,112987,2599,170137,40057,65961,601,63867,105305
2015/08/01,37744,13307,32210,32210,6956,2685,80662,8501,808,785,113137,2602,170410,40093,66033,601,63927,105349
2015/08/02,37776,13311,32211,32211,6958,2693,80913,8502,809,785,113207,2603,170622,40126,66084,601,63965,105372
2015/08/03,37811,13321,32207,32207,6962,2704,81215,8507,811,785,113271,2605,170878,40159,66163,601,64016,105416
2015/08/04,37868,13332,32213,,6965,2706,81503,8511,815,786,113368,2607,171230,35837,66254,601,64071,105464
2015/08/05,37910,13343,32214,32214,6968,2715,81812,8516,818,788,113474,2607,171586,35693,66367,601,64143,105522
2015/08/06,37951,13356,32220,32220,6971,2721,82115,8518,823,788,113556,2610,171957,40313,66458,601,64184,105578
2015/08/07,38029,13362,32226,32226,6978,2730,82446,8523,826,788,113642,2613,172350,40426,66582,601,64235,105635
2015/08/08,38080,13369,32225,32225,6980,2744,82804,8524,827,789,113676,2613,172624,40466,66681,601,64286,105669
2015/08/09,38115,13375,32228,32228,6984,2753,83131,8524,829,790,113722,2613,172836,40500,66734,601,64310,105692
2015/08/10,38153,13386,32231,32231,6987,2763,83535,8533,830,791,,2613,173083,40530,66805,601,64352,105728
2015/08/11,38219,13396,32237,32237,6997,2770,83964,8542,832,791,113953,2613,173442,40569,66863,601,64413,105793
2015/08/12,38282,13404,32241,32241,6998,2777,84422,8549,835,793,114106,2620,173804,40610,66980,601,64471,105844
2015/08/13,38374,13412,32243,32243,7004,2783,84968,8553,,793,114176,2623,174122,40639,67112,601,64532,105888
2015/08/14,38417,13416,32248,32248,7011,2789,85562,8560,838,793,114253,2623,174503,40691,67214,601,64596,105946
2015/08/15,38484,13441,32253,32253,7015,2796,86022,8564,838,793,114327,2624,174833,40740,67320,601,64644,105983
2015/08/16,38525,13444,32260,32260,7015,2808,86023,8568,838,794,114375,2628,175053,40758,67360,601,64677,106011
2015/08/17,38574,13450,32262,32262,7017,2811,86205,8578,840,794,114448,2628,175350,40818,67455,601,64717,106069
2015/08/18,38638,13456,32270,32270,7020,2820,86352,8583,843,795,114576,2631,175711,40884,67574,601,64793,106131
2015/08/19,38709,13463,32274,32274,7031,2828,86512,8587,848,798,114860,2634,176032,40939,67675,601,64865,106195
2015/08/20,38774,13469,32280,32280,7036,2833,86619,8589,850,798,114908,2634,176369,40982,67790,601,64921,106252
2015/08/21,38848,13478,32279,32279,7037,2840,86920,8595,852,798,115049,2634,176702,41030,67901,601,64978,106297
2015/08/22,38927,13482,32283,32283,7043,2844,87111,8601,855,799,115131,2637,176931,41088,67973,601,65030,106341
2015/08/23,38943,13490,32286,32286,7043,2853,87216,8607,858,799,115206,2642,177143,41125,68041,601,65070,106383
2015/08/24,38984,13498,32294,32294,7050,2861,87300,8610,860,800,115269,2643,177448,41165,68131,601,65146,106433
2015/08/25,39059,13502,32297,32297,7055,2867,87473,8614,860,799,115347,2643,177750,41223,68220,601,65200,106489
2015/08/26,39136,13512,32301,32301,7066,2875,87657,8616,865,798,115453,2643,178067,41270,68334,601,65256,106554
2015/08/27,39198,13517,32308,32308,7076,2883,87975,8625,870,799,115568,2649,178450,41349,68436,601,65314,106600
2015/08/28,39274,13533,32312,32312,7084,2892,88141,8629,874,799,115648,2649,178773,41384,68543,601,65384,106655
2015/08/29,39352,13544,32310,32310,7090,2902,88268,8632,880,799,115733,2653,179059,41416,68720,601,65436,106715
2015/08/30,39401,13554,32317,32317,7091,2914,88536,8638,883,800,115813,2654,179324,41449,68793,601,65479,106752
2015/08/31,39434,13567,32324,32324,7094,2921,88648,8643,884,800,115813,2655,179604,41494,68892,601,65541,106786
2015/09/01,39491,13578,32333,32333,7096,2928,88781,8647,886,800,115944,2659,179947,41524,69019,601,65606,106822
2015/09/02,39560,13583,32338,32338,7091,2931,88941,8650,887,801,116129,2661,180297,41595,69123,601,65686,106844
2015/09/03,39631,13591,32339,32341,7103,2933,89036,8652,893,801,116227,2667,180656,41659,69227,601,65748,106897
2015/09/04,39682,13604,32342,32342,7109,2937,89162,8655,897,802,116383,2670,181034,41741,69343,601,65811,106954
2015/09/05,39747,13608,32348,32348,7113,2940,89238,8657,900,802,116458,2675,181320,41795,69418,601,65859,106986
2015/09/06,39780,13616,32349,32349,7119,2945,89275,8659,904,802,116577,2675,181580,41827,69500,601,65905,107018
2015/09/07,40716,13622,32353,32353,7127,2946,89352,8663,905,803,116654,2676,181844,41885,69592,601,65957,107054
2015/09/08,40756,13630,32355,32355,7135,2954,89457,8674,910,804,116713,2676,182156,41916,69696,601,66019,107109
2015/09/09,40812,13642,32363,32363,7139,2959,89600,8679,913,804,116787,2679,182458,41993,69796,601,66047,107166
2015/09/10,40891,13648,32366,32366,7142,2975,89759,8683,917,806,116787,2682,182819,42046,69925,601,66103,107224
2015/09/11,40952,13661,32369,32370,7151,2982,89846,8691,918,806,116859,2683,183258,42085,70023,601,66162,107284
2015/09/12,41029,13673,32375,32375,7154,2985,89956,8694,922,807,,2686,183551,42129,70101,601,66194,107333
2015/09/13,41085,13677,32376,32376,7160,2989,90050,8696,926,807,,2682,183821,42159,70154,601,66234,107375
2015/09/14,41123,13694,32380,32380,7164,2997,90177,8699,928,808,117277,2683,184159,42198,70245,601,66288,107410
2015/09/15,41175,13702,32385,32384,7168,3002,90679,8701,933,809,117407,2688,184452,42248,70371,601,66346,107461
2015/09/16,41246,13715,32389,32389,7177,3006,91021,8705,934,810,117492,2688,184839,42308,70506,601,66393,107509
2015/09/17,41322,13720,32401,32401,7178,3012,91078,8710,936,812,117604,2689,185169,42424,70608,601,66454,107570
2015/09/18,41388,13733,32408,32408,7181,3017,91232,8713,939,813,117661,2689,185572,42474,70717,601,66522,107633
2015/09/19,41467,13740,32410,32410,7183,3020,91392,8715,942,813,117736,2690,185859,42516,70785,601,66583,107669
2015/09/20,,13748,32413,32414,7188,3028,91509,8721,945,813,117813,2693,186142,42561,70870,601,66613,107701
2015/09/21,41538,13751,32416,32416,7192,3035,91572,8721,947,814,117875,2693,186423,42606,70960,601,66657,107736
2015/09/22,41602,13761,32422,32421,7196,3041,91602,8730,949,815,118106,2697,186821,42666,71046,601,66717,107786
2015/09/23,41664,13779,32428,32428,7202,3043,91740,8735,950,815,118236,2697,187269,42735,71197,601,66768,107826
2015/09/24,41734,13786,32436,32436,7208,3049,91838,8737,936,814,118382,2697,187637,42811,71310,601,66833,107879
2015/09/25,41790,13793,32446,32446,7213,3057,92033,8741,938,815,118583,2698,188087,42851,71404,601,66875,107926
2015/09/26,41833,13806,32450,32450,7221,3063,92139,8743,939,815,118630,2699,188347,42877,71473,601,66935,107957
2015/09/27,41866,13816,32454,32454,7224,3071,92209,8746,941,817,118630,2699,188630,42932,71514,601,66983,107978
2015/09/28,41910,13825,32457,32457,7228,3074,92278,8749,941,821,118723,2702,188925,42961,71595,601,67030,108020
2015/09/29,41973,13832,32464,32464,7235,3082,92430,8753,944,823,118832,2704,189352,43038,71714,601,67092,108066
2015/09/30,42031,13844,32465,32465,7239,3087,92619,8757,949,824,118908,2700,189916,43073,71808,601,67140,108112
2015/10/01,42092,13849,32466,32466,7242,3091,92787,8758,954,825,119053,2704,190275,43121,71893,601,67192,108154
2015/10/02,42150,13858,32469,32469,7251,3095,92946,8761,958,826,119590,2708,190600,43181,72004,601,67281,108200
2015/10/03,42210,13865,32472,32472,7261,3102,93155,8761,958,826,119660,2710,190874,43210,72103,601,67318,108239
2015/10/04,42240,13868,32476,32476,7264,3104,93246,8765,962,826,119686,2713,191117,43236,72172,601,67381,108259
2015/10/05,42274,13883,32477,32477,7272,3110,93367,8766,966,827,119753,2716,191434,43264,72274,601,67422,108305
2015/10/06,42334,13890,32480,32479,7291,3114,93521,8773,968,828,119862,2720,191772,43320,72393,601,67493,108351
2015/10/07,0,13894,32488,32488,7302,3119,93737,8777,976,829,119968,2722,192126,43385,72512,601,67569,108405
2015/10/08,42521,13900,32497,32497,7304,3125,94004,8780,976,829,120063,2725,192518,43441,72611,601,67630,108477
2015/10/09,42590,13909,32508,32508,7312,3130,94159,8790,979,829,120196,2727,192926,43514,72733,601,67700,108528
2015/10/10,42652,13918,32513,32513,7316,3139,94287,8793,983,830,120348,2730,193235,43550,72811,601,67762,108579
2015/10/11,42689,13928,32513,32513,7318,3146,94379,8796,985,830,120402,2732,193458,43576,72870,601,67386,108621
2015/10/12,42732,13930,32512,32513,7328,3153,94467,8801,987,831,120456,2734,193786,43611,72980,601,67441,108667
2015/10/13,42789,13938,32521,32521,7335,3163,94554,8805,991,831,120555,2737,194216,43670,73081,601,67509,108708
2015/10/14,42858,13952,32523,32523,7336,3169,94692,8808,992,831,120646,2738,194530,43733,73180,601,67566,108758
2015/10/15,42901,13958,32519,32519,7339,3178,95125,8809,996,831,120741,2740,194895,43765,73263,601,67625,108812
2015/10/16,42964,13970,32523,32521,7345,3188,95076,8818,999,834,120816,2740,195245,43966,73404,601,67680,108852
2015/10/17,43044,13982,32529,32529,7346,3190,94846,8819,1000,839,120865,2745,195533,44041,73528,601,67737,108898
2015/10/18,43071,13987,32523,32523,7348,3194,94650,8820,1003,841,120932,2749,195864,44067,73597,601,67780,108938
2015/10/19,43116,13993,32528,32528,7352,3201,94458,8821,1004,842,120983,2749,196178,44114,73709,601,67829,108979
2015/10/20,43206,13999,32531,32531,7359,3221,94340,8823,1007,843,121110,2750,196572,44162,73857,601,67896,109031
2015/10/21,43256,14007,32539,32539,7366,3228,94914,8830,1009,844,121295,2753,196886,44199,73953,601,67965,109081
2015/10/22,43321,14022,32549,32549,7372,3236,95187,8833,1016,845,121376,2754,197200,44272,74054,601,68016,109125
2015/10/23,43360,14039,32561,32561,7378,3242,95398,8837,1019,846,121479,2756,197547,44319,74173,601,68083,109177
2015/10/24,43420,14046,32560,32560,7393,3245,95638,8929,1020,847,121536,2761,197872,44349,74268,601,68142,109218
2015/10/25,43450,14048,32564,32564,7394,3255,95787,8932,1024,849,121569,2762,198132,44390,74347,601,68186,109251
2015/10/26,43485,14054,32566,32566,7395,3259,95851,8936,1029,851,121607,2763,198468,44414,74444,601,68254,109293
2015/10/27,43554,14068,32568,32568,7400,3264,95985,8940,1035,852,121760,2764,198830,44462,74546,601,68320,109362
2015/10/28,43603,14077,32581,32581,7405,3270,96111,8942,1038,852,121853,2766,199283,,74656,601,68385,109423
2015/10/29,43662,14090,32587,32586,7412,3278,96222,8952,1044,852,121922,2772,199705,,74756,601,68431,109462
2015/10/30,0,14097,32591,32591,7404,3285,96407,8959,1045,852,122100,2772,200181,,74939,601,68489,109518
2015/10/31,43800,14103,32597,32594,7411,3294,96533,8968,1050,852,122180,2777,200461,,75017,601,68558,109559
2015/11/01,43824,14104,32588,32588,7415,3298,96616,8973,1054,852,122210,2778,200682,,75100,601,68592,109582
2015/11/02,43855,14107,32590,32591,7418,3302,96702,8978,1056,852,122305,2780,200994,,75204,601,68638,109630
2015/11/03,43898,14120,32592,32592,7425,3308,96851,8998,1062,851,122422,2781,201375,,75320,601,68710,109680
2015/11/04,43975,14137,32599,32599,7429,3313,96950,9006,1063,851,122505,2781,201788,,75405,601,68752,109724
2015/11/05,44025,14140,32607,32607,7435,3319,97172,9011,1069,851,122620,2780,202168,,75526,601,68830,109782
2015/11/06,44091,14150,32615,32615,7445,3323,97290,9012,1077,851,122737,2779,202548,,75650,601,68896,109826
2015/11/07,44151,14158,32617,32616,7452,3329,97395,9019,1082,853,122812,2782,202837,,75742,601,68925,109868
2015/11/08,44185,14163,32616,32616,7457,3336,97586,9020,1085,854,122850,2787,203125,,75821,601,68961,109905
2015/11/09,44220,14169,32619,32619,7457,3341,97682,9024,1090,856,122921,2787,203454,,75917,601,69013,109950
2015/11/10,44278,14179,32622,32622,7467,3342,98086,9026,1092,858,123011,2789,203848,,76022,601,69076,109991
2015/11/11,44342,14187,32625,32625,7470,3345,98213,9031,1097,858,123158,2793,204209,,76153,601,69153,110054
2015/11/12,44394,14199,32631,32631,7475,3351,98326,9036,1099,858,123295,2793,204630,,76265,601,69208,110093
2015/11/13,44463,14207,32640,32640,7482,3358,98445,9038,1108,859,123429,2794,205012,,76379,601,69280,110176
2015/11/14,44500,14213,32646,32647,7485,3362,98653,9040,1112,859,123500,2800,205282,,76483,601,69353,110225
2015/11/15,44526,14217,32652,32652,7488,3377,98950,9041,1116,860,123545,2804,205495,,76536,601,69405,110249
2015/11/16,44556,14219,32658,32658,7493,3387,99056,9047,1126,860,123613,2805,205806,,76622,601,69464,110297
2015/11/17,44610,14227,32660,32660,7493,3392,99251,9051,1130,861,123805,2806,206217,,76774,601,69525,110358
2015/11/18,44660,14238,32663,32666,7501,3401,99393,9053,1138,862,123890,2806,206640,,76881,601,69599,110413
2015/11/19,44722,14250,32674,32674,7506,3404,99590,9060,1143,862,123966,2806,207062,,76987,601,69672,110479
2015/11/20,44771,14262,32676,32677,7513,3414,99680,9061,1147,862,124027,2806,207421,,77098,601,69731,110539
2015/11/21,44830,14270,32679,32679,7515,3416,99764,9068,1154,862,124098,2809,207725,,77181,601,69788,110585
2015/11/22,44864,14275,32680,32681,7512,3425,99877,9072,1156,862,124131,2810,207983,,77248,601,69834,110612
2015/11/23,44904,14284,32686,32686,7514,3430,99956,9074,1159,862,124186,2813,208293,,77354,601,69896,110650
2015/11/24,44982,14291,32684,32684,7517,3436,100244,9078,1167,865,124361,2813,208752,,77494,601,69968,110695
2015/11/25,45036,14298,32689,32689,7530,3443,100358,9081,1168,865,124554,2813,209153,,77611,601,70032,110747
2015/11/26,45092,14306,32690,32690,7533,3451,100512,9088,1172,865,124690,2813,209550,,77735,601,70101,110801
