date,Bower (JS),Clojars (Clojure),CPAN,CPAN (search),CRAN (R),Crates.io (Rust),GoDoc (Go),Hackage (Haskell),Hex.pm (Elixir/Erlang),LuaRocks (Lua),Maven Central (Java),MELPA (Emacs),npm (node.js),nuget (.NET),Packagist (PHP),Pear (PHP),PyPI,Rubygems.org
2014/02/26,,8502,29074,29074,5245,,,6113,,,71657,1656,61145,19207,24874,595,40355,71264
2014/02/27,,8509,29083,29083,5247,,,6116,,,71716,1657,61347,19238,24937,595,40385,71334
2014/02/28,,8517,29092,29092,5246,,,6122,,,71815,1657,61526,19327,25005,595,40431,71389
2014/03/01,,8519,29097,29097,5248,,,6125,,,71906,1664,61656,19351,25053,595,40455,71446
2014/03/02,,8525,29099,29099,5251,,,6127,,,71939,1667,61787,19369,25118,595,40482,71492
2014/03/03,,8531,29099,29099,5257,,,6130,,,72028,1669,61934,19398,25173,595,40507,71535
2014/03/04,,8540,29112,29112,5262,,,6137,,,72085,1672,62053,19419,25233,595,40576,71595
2014/03/05,,8551,29126,29126,5267,,,6144,,,72148,1674,62223,19439,25299,595,40624,71644
2014/03/06,,8555,29131,29131,5275,,,6149,,,72223,1675,62356,19456,25363,595,40680,71702
2014/03/07,,8563,29132,29132,5266,,,6149,,,72257,1679,62546,19525,25418,595,40737,71762
2014/03/08,,8571,29137,29137,5273,,,6153,,,72369,1682,62725,19574,25473,595,40784,71817
2014/03/09,,8579,29142,29142,5275,,,6158,,,72397,1685,62863,19591,25521,595,40820,71858
2014/03/10,,8583,29149,29149,5278,,,6161,,,72497,1686,63003,19627,25554,595,40866,71890
2014/03/11,,8589,29152,29152,5283,,,6163,,,72974,1686,63164,19654,25603,595,40910,71950
2014/03/12,,8597,29154,29154,5288,,,6168,,,73026,1688,63315,19680,25657,595,40956,72014
2014/03/13,,8601,29164,29164,5293,,,6172,,,73210,1691,63533,19694,25731,595,41005,72080
2014/03/14,,8607,29171,29171,5292,,,6175,,,73290,1696,63712,19718,25819,595,41054,72137
2014/03/15,,8614,29181,29181,5293,,,6178,,,73342,1696,63860,19742,25869,595,41097,72193
2014/03/16,,8617,29185,29185,5300,,,6180,,,73419,1699,63982,19749,25910,595,41131,72230
2014/03/17,,8622,29191,29191,5297,,,6183,,,73467,1702,64135,19768,25964,595,41174,72292
2014/03/18,,8631,29192,29192,5300,,,6186,,,73517,1704,64332,19886,26041,595,41214,72364
2014/03/19,,8651,29199,29200,5307,,,6190,,,73591,1704,64518,19920,26073,595,41280,72424
2014/03/20,,8664,29210,29211,5320,,,6196,,,73673,1706,64707,19955,26154,595,41323,72488
2014/03/21,,8681,29218,29220,5322,,,6197,,,73757,1707,64799,20003,26241,595,41360,72530
2014/03/22,,8690,29228,29229,5323,,,6197,,,73802,1709,64799,20031,26291,595,41391,72580
2014/03/23,,8697,29233,29233,5326,,,6201,,,73813,1710,64799,20052,26347,595,41423,72614
2014/03/24,,8707,29239,29239,5330,,,6207,,,73838,1711,64799,20084,26454,595,41465,72670
2014/03/25,,8717,29244,29245,5333,,,6209,,,73955,1712,64799,20118,26538,595,41521,72729
2014/03/26,,8725,29256,29256,5338,,,6222,,,74005,1714,64799,20143,26616,595,41555,72787
2014/03/27,,8744,29267,29268,5343,,,6225,,,74045,1716,64799,20177,26684,595,41620,72847
2014/03/28,,8750,29280,29281,5347,,,6228,,,74096,1717,64799,20226,26763,595,41655,72903
2014/03/29,,8764,29286,29287,5354,,,6231,,,74121,1718,66357,20243,26836,595,41696,72942
2014/03/30,,8772,29290,29290,5356,,,6232,,,74132,1722,66499,20272,26884,595,41728,72977
2014/03/31,,8777,29298,29298,5360,,,6238,,,74161,1725,66670,20303,26953,595,41771,73020
2014/04/01,,8789,29307,29307,5373,,,6248,,,74221,1727,66873,20368,27016,595,41820,73079
2014/04/02,,8800,29314,29317,5379,,,6261,,,74306,1729,67068,,27094,595,41864,73141
2014/04/03,,8826,29325,29325,5391,,,6266,,,74348,1729,67279,20467,27151,595,41901,73201
2014/04/04,,8837,29331,29331,5398,,,6271,,,74407,1730,67528,21373,27236,595,41934,73265
2014/04/05,,8843,29336,29336,5402,,,6272,,,74484,1731,67695,21389,27285,595,41962,73320
2014/04/06,,8845,29341,29341,5405,,,6272,,,74518,1734,68426,21411,27325,595,41988,73361
2014/04/07,,8858,29347,29348,5409,,,6283,,,74600,1738,68572,21422,27420,595,42028,73406
2014/04/08,,8871,29348,29349,5411,,,6288,,,74667,1739,68767,21456,27497,595,42072,73469
2014/04/09,,8877,29360,29361,5413,,,6293,,,74719,1740,68932,21469,27549,595,42111,73546
2014/04/10,,8893,29365,29366,5419,,,6297,,,74840,1743,69128,21506,27630,595,42152,73606
2014/04/11,,8899,29373,29374,5423,,,6298,,,74962,1743,69312,21544,27706,595,42197,73675
2014/04/12,,8905,29384,29385,5426,,,6299,,,75188,1745,69444,21572,27771,595,42240,73733
2014/04/13,,8912,29391,29391,5428,,,6300,,,75203,1751,69570,21598,27815,595,42261,73776
2014/04/14,,8925,29391,29392,5438,,,6307,,,75263,1752,69749,21619,27873,595,42303,73823
2014/04/15,,8936,29394,29396,5443,,,6311,,,75309,1755,69931,21657,27945,595,42356,73903
2014/04/16,,8945,29401,29402,5449,,,6313,,,75452,1755,70146,21704,28020,595,42395,73950
2014/04/17,,8952,29417,29417,5450,,,6316,,,75527,1755,68533,21736,28100,595,42442,74058
2014/04/18,,8962,29422,29422,5453,,,6324,,,75695,1756,68734,21771,28167,595,42493,74144
2014/04/19,,8974,29425,29427,5456,,,6326,,,75745,1757,68841,21809,28195,595,42525,74173
2014/04/20,,8984,29432,29432,5457,,,6331,,,75790,1757,68975,21823,28220,595,42552,74214
2014/04/21,,8990,29437,29437,5457,,,6336,,,75861,1760,69130,21842,28276,595,42571,74289
2014/04/22,,8996,29442,29442,5456,,,6337,,,76030,1762,69330,21878,28343,595,42617,74240
2014/04/23,,9005,29452,29454,5461,,,6342,,,76127,1766,69529,21940,28429,595,42678,74327
2014/04/24,,9011,29461,29462,5470,,,6345,,,76214,1766,69704,21965,28498,595,42737,74378
2014/04/25,,9016,29470,29470,5472,,,6349,,,76341,1766,69916,22006,28583,595,42799,74437
2014/04/26,,9020,29478,29478,5473,,,6356,,,76413,1767,70028,22026,28631,595,42839,74499
2014/04/27,,9026,29482,29482,5473,,,6359,,,76439,1769,70185,22061,28675,595,42869,74537
2014/04/28,,9034,29479,29479,5478,,,6362,,,76507,1771,70355,22090,28745,595,42912,74583
2014/04/29,,9044,29483,29483,5483,,,6367,,,76590,1772,70519,22159,28808,595,42959,74643
2014/04/30,,9048,29486,29486,5488,,,6372,,,76672,1774,70682,22187,28884,595,43007,74691
2014/05/01,,9055,29488,29488,5493,,,6378,,,76755,1776,70833,22211,28950,595,43053,74756
2014/05/02,,9064,29494,29494,5498,,,6381,,,76849,1776,70970,22256,29007,595,43091,74808
2014/05/03,,9069,29496,29496,5505,,,6385,,,76967,1776,71108,22281,29071,595,43140,74847
2014/05/04,,9077,29502,29502,5506,,,6391,,,77076,1777,71259,22289,29143,595,43172,74882
2014/05/05,,,,,,,,,,,,,,,,,,
2014/05/06,,9096,29514,29514,5511,,,6398,,,77148,1782,71592,22338,29296,595,43253,74996
2014/05/07,,9100,29516,29516,5513,,,6401,,,77228,1783,71766,22377,29368,595,43310,75056
2014/05/08,,9108,29523,29523,5521,,,6403,,,77316,1784,71955,22414,29465,595,43366,75105
2014/05/09,,9119,29526,29526,5523,,,6405,,,77357,1786,72136,22444,29526,595,43428,75158
2014/05/10,,9140,29528,29528,5527,,,6408,,,77411,1786,72318,22494,29580,595,43478,75203
2014/05/11,,9153,29526,,5530,,,6409,,,77451,1787,72475,22671,29613,595,43515,75246
2014/05/12,,9157,29526,,5531,,,6413,,,77503,1791,72655,22709,29701,595,43552,75282
2014/05/13,,9168,29545,29545,5535,,,6420,,,77620,1792,72837,22755,29768,595,43594,75337
2014/05/14,,9179,29552,29552,5545,,,6423,,,77704,1792,73101,22798,29854,595,43653,75388
2014/05/15,,9188,29561,29561,5550,,,6429,,,77810,1794,73279,22833,29937,595,43697,75452
2014/05/16,,9202,29562,29562,5546,,,6439,,,77838,1794,73450,22868,30025,595,43742,75502
2014/05/17,,9214,29568,29568,5549,,,6441,,,77921,1796,73590,22896,30080,595,43777,75550
2014/05/18,,9231,29568,,5555,,,6442,,,77948,1796,73713,22929,30112,595,43812,75577
2014/05/19,,9238,29568,,5560,,,6443,,,77985,1796,73912,22956,30172,595,43847,75624
2014/05/20,,9244,29581,29581,5561,,,6448,,,78040,1800,74086,22989,30264,595,43889,75704
2014/05/21,,9261,29589,,5564,,,6449,,,78152,1801,74293,23027,30361,595,43947,75765
2014/05/22,,9268,29598,29598,5566,,,6454,,,78228,1803,74470,23067,30447,595,43991,75826
2014/05/23,,9277,29603,29603,5572,,,6457,,,78286,1804,74659,23108,30516,595,44040,75885
2014/05/24,,9284,29609,29609,5577,,,6461,,,78342,1805,74822,23133,30571,595,44095,75921
2014/05/25,,9286,29624,29624,5578,,,6462,,,78370,1806,74933,23148,30619,595,44125,75955
2014/05/26,,9297,29636,29636,5578,,,6464,,,78409,1808,75104,23171,30696,595,44185,76004
2014/05/27,,9302,29649,29649,5578,,,6467,,,78475,1809,75253,23238,30783,595,44231,76051
2014/05/28,,9310,29650,29650,5581,,,6475,,,78584,1809,75454,23290,30838,595,44276,76106
2014/05/29,,9334,29657,29657,5585,,,6477,,,78691,1809,75651,23337,30895,595,44314,76167
2014/05/30,,9347,29661,29661,5593,,,6480,,,78768,1809,75847,23365,30969,595,44354,76235
2014/05/31,,9363,29666,29666,5576,,,6490,,,78933,1809,75998,23402,31035,595,44386,76282
2014/06/01,,9373,29686,29686,5577,,,6492,,,78957,1812,76126,23398,31082,595,44412,76323
2014/06/02,,9384,29689,29689,5581,,,6495,,,78998,1813,76308,23423,31160,595,44466,76367
2014/06/03,,9389,29693,,5584,,,6498,,,79104,1814,76454,23444,31284,595,44518,76430
2014/06/04,,9394,29699,29699,5587,,,6500,,,79188,1816,,23479,31376,598,44555,76491
2014/06/05,,9409,29711,29711,5589,,,6509,,,79251,1823,76860,23517,31439,598,44587,76545
2014/06/06,,9415,29720,29720,5593,,,6511,,,79292,1823,77054,23564,31503,598,44631,76604
2014/06/07,,9424,29722,29722,5596,,,6514,,,79336,1824,77167,23593,31557,598,44665,76657
2014/06/08,,9430,29727,29727,5600,,,6519,,,79363,1826,77319,23608,31595,598,44693,76695
2014/06/09,,9435,29732,,5604,,,6523,,,79398,1826,77465,23611,31634,598,44730,76739
2014/06/10,,9442,29732,,5610,,,6529,,,79499,1830,77627,23640,31702,598,44778,76803
2014/06/11,,9447,29745,29745,5617,,,6534,,,79636,1832,77820,23669,31755,598,44811,76869
2014/06/12,,9455,29751,29751,5621,,,6535,,,79720,1833,78022,23697,31802,598,44859,76925
2014/06/13,,9464,29757,29757,5624,,,6539,,,79831,1834,78219,23727,31867,598,44907,76986
2014/06/14,,9468,29763,29763,5626,,,6540,,,79874,1835,78322,23754,31917,598,44946,77031
2014/06/15,,9474,29767,29767,5628,,,6542,,,79909,1837,78466,23769,31952,598,44979,77057
2014/06/16,,9478,29777,29777,5630,,,6545,,,79947,1843,78620,23779,32008,598,45013,77114
2014/06/17,,9483,29780,29780,5633,,,6550,,,79977,1845,78772,23816,32081,598,45062,77172
2014/06/18,,9494,29787,29787,5636,,,6558,,,80073,1846,78960,23846,32136,598,45116,77209
2014/06/19,,9521,29796,29796,5642,,,6564,,,80182,1847,79129,23875,32211,598,45202,77264
2014/06/20,,9526,29804,29804,5645,,,6569,,,80230,1847,79317,23916,32296,598,45247,77338
2014/06/21,,9533,29806,29806,5650,,,6574,,,80297,1848,79470,23932,32332,598,45310,77373
2014/06/22,,9539,29818,29818,5653,,27487,6576,,,80313,1848,79600,23953,32354,598,45347,77414
2014/06/23,,9544,29820,,5654,,27502,6580,,,80412,1855,79749,24020,32436,598,45391,77463
2014/06/24,,9555,29829,29829,5661,,27548,6582,,,80506,1856,79965,24054,32495,598,45457,77517
2014/06/25,,9571,29839,29839,5667,,27607,6584,,,80619,1861,80148,24096,32576,598,45491,77573
2014/06/26,,9582,29847,29847,5673,,27646,6587,,,80678,1862,80353,24123,32659,598,45333,77629
2014/06/27,,9588,29854,29854,5673,,27697,6595,,,80825,1864,80538,24150,32724,598,45384,77682
2014/06/28,,9590,29841,29841,5677,,27739,6601,,,80912,1865,80675,24176,32783,598,45418,77722
2014/06/29,,9591,29853,29853,5678,,27793,6606,,,80942,1867,80805,24180,32858,598,45448,77757
2014/06/30,,9601,29856,,5681,,27851,6611,,,80962,1870,80970,24199,32907,598,45478,77811
2014/07/01,,9609,29859,29859,5686,,27962,6617,,,81017,1871,81078,24225,32973,598,45531,77855
2014/07/02,,9616,29866,29866,5693,,28005,6619,,,81166,1873,81277,,33029,598,45580,77917
2014/07/03,,9621,29873,29873,5696,,28021,6623,,,81215,1875,81470,24349,33106,598,45628,77960
2014/07/04,,9628,29876,,5702,,28058,6625,,,81301,1876,81638,24379,33177,598,45665,78013
2014/07/05,,9634,29876,,5707,,28079,6626,,,81324,1878,81782,24403,33230,598,45702,78049
2014/07/06,,9641,29893,29893,5708,,28094,6627,,,81385,1880,81897,24427,33270,598,45722,78087
2014/07/07,,9651,29900,29900,5711,,28245,6630,,,81429,1882,82050,24461,33342,598,45753,78130
2014/07/08,,9654,29902,29902,5715,,28443,6639,,,81538,1882,82241,24480,33427,598,45811,78135
2014/07/09,,9666,29905,29905,5721,,28873,6645,,,81608,1886,82401,24506,33505,598,45851,78174
2014/07/10,,9668,29909,29909,5726,,29135,6650,,,81644,1887,82716,24556,33577,598,45915,78234
2014/07/11,,9674,29918,29918,5729,,29293,6653,,,81702,1887,82884,24591,33647,598,45972,78308
2014/07/12,,9679,29922,29922,5731,,29524,6657,,,81773,1888,83036,24611,33707,598,46011,78361
2014/07/13,,9687,29926,29926,5736,,29759,6666,,,81795,1889,83184,24636,33770,598,46037,78391
2014/07/14,,9693,29929,,5738,,30138,6672,,,81816,1889,83340,24659,33827,598,46073,78431
2014/07/15,,9699,29933,29933,5741,,30235,6674,,,81875,1892,83517,24705,33899,598,46112,78489
2014/07/16,,9703,29941,29941,5748,,30677,6680,,,82018,1895,83623,24744,33988,598,46170,78544
2014/07/17,,9709,29954,29954,5750,,30902,6684,,,82087,1896,83819,24782,34082,598,46217,78627
2014/07/18,,9713,29963,29963,5757,,31258,6685,,,82146,1897,84005,24805,34153,598,46279,78676
2014/07/19,,9721,29963,,5759,,31664,6689,,,82184,1898,84129,24835,34216,598,46307,78743
2014/07/20,,9726,29965,29965,5761,,31968,6691,,,82230,1901,84250,24858,34267,598,46348,78764
2014/07/21,,9736,29971,29971,5765,,32254,6691,,,82268,1903,84419,24885,34321,598,46390,78803
2014/07/22,,9743,29979,29979,5774,,32715,6695,,,82355,1903,84636,24924,34405,598,46435,78859
2014/07/23,,9750,29967,29967,5779,,32973,6699,,,82418,1904,84824,24963,34480,598,46493,78912
2014/07/24,,9756,29972,29972,5787,,33246,6702,,,82477,1905,85008,25018,34593,598,46564,78958
2014/07/25,16781,9767,29977,29977,5787,,33462,6704,107,,82531,1907,85229,25058,34662,598,46625,78996
2014/07/26,16826,9771,29988,29988,5793,,33828,6715,110,,82573,1907,85382,25091,34721,598,46661,79047
2014/07/27,16876,9777,29989,29989,5794,,34211,6718,113,,82599,1907,85531,25107,34778,598,46687,79073
2014/07/28,16919,9785,29995,29995,5793,,34417,6723,114,,82638,1907,85714,25147,34831,598,46729,79119
2014/07/29,16958,9789,30001,30001,5778,,34568,6725,116,,82717,1907,85873,25183,34898,598,46788,79175
2014/07/30,17009,9797,30015,30015,5779,,34796,6726,118,,82828,1910,86067,25216,34966,598,46831,79225
2014/07/31,17071,9848,30024,30024,5783,,34866,6728,119,,82911,1911,86252,25238,35044,598,46873,79273
2014/08/01,17129,9859,30035,30035,5789,,34929,6730,124,,83037,1913,86453,25293,35125,598,46921,79344
2014/08/02,17188,9866,30041,30041,5794,,35043,6733,128,,83158,1915,86595,25330,35191,598,46964,79388
2014/08/03,17220,9875,30044,30044,5795,,35085,,133,,83191,1916,86736,25345,35231,598,46994,79433
2014/08/04,,9908,30048,30048,5799,,35114,6743,136,,83246,1917,86947,25378,35304,598,47036,79473
2014/08/05,,9921,30058,30058,5802,,35163,6750,136,,83290,1920,87161,25426,35388,598,47080,79533
2014/08/06,,9927,30067,30067,5807,,35235,6751,136,,83366,1923,87385,25456,35449,598,47112,79569
2014/08/07,,9930,30072,30072,5807,,35303,6756,137,,83430,1924,87578,25505,35541,598,47157,79629
2014/08/08,,9938,30083,30083,5802,,35398,6763,139,,83577,1927,87764,25539,35611,598,47210,79665
2014/08/09,,9947,30089,30089,5806,,35436,6768,139,,83628,1928,87943,25568,35670,598,47266,79724
2014/08/10,,9951,30090,30090,5807,,35507,6769,141,,83681,1928,88070,25601,35712,598,47288,79757
2014/08/11,,9958,30099,30099,5813,,35546,6772,141,,83704,1930,88226,25625,35790,598,47319,86823
2014/08/12,,9967,30107,30107,5817,,35556,6775,148,,83744,1931,88390,25684,35876,598,47361,86886
2014/08/13,,9977,30117,30117,5825,,35651,6777,149,,83789,1933,88628,25726,35939,598,47346,86940
2014/08/14,,9966,30124,30124,5828,,35680,6783,150,,84264,1936,88833,25723,36046,598,47399,86992
2014/08/15,,9972,30125,30125,5831,,35787,6787,155,,84305,1939,88999,25768,36118,598,47439,87040
2014/08/16,,9980,30140,30140,5837,,35829,6789,159,,84355,1941,89163,25800,36172,598,47485,87088
2014/08/17,,9992,30169,30169,5838,,35896,6794,161,,84381,1942,89325,25822,36227,598,47529,87130
2014/08/18,,9997,30173,30173,5840,,35940,6798,165,,84402,1942,89526,25851,36289,598,47570,87196
2014/08/19,,10009,30176,30176,5828,,36078,6804,168,,84477,1946,89736,25878,36374,598,47623,87254
2014/08/20,,10015,30179,30179,5815,,36099,6805,171,,84529,1948,89963,30707,36447,598,47677,87316
2014/08/21,,10020,30185,30185,5816,,36206,6809,172,,84628,1950,90176,30758,36566,598,47726,87367
2014/08/22,,10027,30189,30189,5817,,36256,6815,172,,84671,1950,90336,30800,36656,598,47773,87408
2014/08/23,,10037,30198,30198,5822,,36355,6818,174,,84772,1950,90504,30834,36702,598,47802,87461
2014/08/24,,10044,30205,30205,5826,,36371,6822,174,,84809,1951,90644,30861,36757,598,47839,87493
2014/08/25,,10066,30208,30208,5826,,36434,6830,177,,84879,1951,90817,30893,36815,598,47885,87532
2014/08/26,,10078,30216,30216,5832,,36498,6833,177,,84998,1954,91006,30948,36916,598,47931,87586
2014/08/27,,10094,30225,30225,5837,,36634,6838,177,,85044,1957,91217,26154,36987,598,47973,87642
2014/08/28,,10105,30231,30231,5847,,36646,6841,177,,85132,1957,91420,26177,37104,598,48016,87695
2014/08/29,,10112,30237,30237,5839,,36747,6847,177,,85201,1959,91621,26202,37188,598,48062,87744
2014/08/30,,10118,30249,30249,5830,,36774,6850,177,,85237,1959,91791,26244,37253,598,48098,87785
2014/08/31,,10135,30254,30254,5835,,36813,6856,178,,85262,1964,91937,26294,37316,598,48132,87823
2014/09/01,,10141,30262,30262,5836,,36881,6857,178,,85290,1965,92110,26318,37376,598,48174,87876
2014/09/02,,10153,30269,30269,5837,,37056,6864,178,,85398,1965,92438,26350,37425,598,48219,87943
2014/09/03,,10165,30279,30279,5845,,37054,6867,178,,85493,1967,92682,26410,37509,598,48261,87995
2014/09/04,,10189,30291,30291,5848,,37088,6871,179,,85592,1968,92855,26447,37577,598,48309,88054
2014/09/05,,10198,30298,30298,5847,,37164,6873,179,,85722,1969,93040,26482,37642,598,48356,88088
2014/09/06,,10209,30310,30310,5848,,37310,6880,181,,85762,1969,93198,26503,37676,598,48396,88132
2014/09/07,,10213,30322,30322,5855,,37337,6883,181,,85800,1970,93327,26525,37742,598,48442,88165
2014/09/08,18952,10235,30324,30324,5857,,37433,6888,182,,85819,1974,93496,26559,37792,598,48469,88202
2014/09/09,19007,10246,30332,30332,5861,,37465,6893,183,,85865,1977,93733,26599,37858,598,48523,88271
2014/09/10,19062,10257,30337,30337,5867,,37525,6897,183,,85968,1978,93898,26639,37953,598,48571,88322
2014/09/11,19114,10262,30341,30341,5876,,37591,6899,185,,86031,1981,94062,26690,38017,598,48607,88377
2014/09/12,19145,10270,30355,30355,5877,,37709,6905,185,,86152,1984,94182,26730,38106,598,48661,88429
2014/09/13,19170,10276,30360,30360,5879,,37762,6907,186,,86188,1984,94308,26751,38180,598,48691,88466
2014/09/14,19197,10285,30366,30366,5880,,37798,6908,188,,86220,1984,94448,26779,38228,598,48733,88499
2014/09/15,19236,10293,30376,30376,5882,,37857,6913,189,,86265,1987,94673,26814,38275,598,48787,88545
2014/09/16,19295,10306,30376,30383,5892,,37896,6919,189,,86321,1990,94630,26836,38341,598,48847,88591
2014/09/17,19356,10315,30376,30381,5895,,37950,6924,190,,86377,1989,94837,26871,38440,598,48888,88648
2014/09/18,19400,10325,30376,30386,5904,,38005,6928,193,,86412,1990,95031,26906,38493,598,48930,88706
2014/09/19,19458,10341,30376,30393,5857,,37835,6932,193,,86606,1991,95214,26942,38576,598,48969,88766
2014/09/20,19526,10348,30376,30394,5863,,37874,6934,193,,86659,1991,95351,26963,38629,598,49005,88808
2014/09/21,19548,10353,30404,30404,5867,,37959,6937,193,,86691,1992,95522,26989,38718,598,49041,88844
2014/09/22,19601,10359,30412,30412,5870,,37990,6943,196,,86819,1997,95733,27029,38790,598,49087,88893
2014/09/23,19678,10367,30415,30415,5871,,38045,6947,197,,86898,1998,95941,27054,38883,598,49139,88957
2014/09/24,19749,10387,30414,30414,5878,,38109,6954,199,,87194,1998,96165,27096,38949,598,49214,89003
2014/09/25,19813,10396,30418,30418,5881,,38147,6959,199,,87328,1998,96378,27152,39023,598,49252,89056
2014/09/26,19871,10408,30430,30430,5883,,38207,6965,199,,87450,1998,96597,27183,39121,598,49304,89110
2014/09/27,19905,10420,30438,30438,5886,,38212,6969,199,,87510,1999,96740,27209,39160,598,49362,89159
2014/09/28,19929,10436,30446,30446,5887,,38321,6977,201,,87538,2001,96898,27229,39197,598,,89189
2014/09/29,19961,10447,30448,30448,5891,,38218,6980,204,,87578,2002,97084,27278,39254,598,49436,89224
2014/09/30,20034,10462,30450,30450,5899,,38262,6983,205,,87706,2006,97263,27317,39303,598,49486,89271
2014/10/01,20092,10472,30454,30454,5898,,38232,6988,205,,87797,2007,97446,27375,39367,598,49547,89337
2014/10/02,20149,10483,30456,30456,5902,,38300,6991,205,,87863,2009,97581,27377,39437,598,49594,89383
2014/10/03,20192,10493,30466,30466,5903,,38377,7001,240,,87917,2013,97754,27408,39535,598,49638,89424
2014/10/04,20242,10506,30472,30472,5904,,38396,7004,243,,87945,2013,97900,27427,39586,598,49664,89460
2014/10/05,20277,10509,30478,30478,5908,,38412,7010,243,,87976,2014,98055,27438,39646,598,49699,89494
2014/10/06,20321,10518,30484,30484,5910,,38473,7016,245,,88027,2015,98243,27466,39701,598,49741,89541
2014/10/07,20374,10528,30488,30488,5918,,38509,7019,247,,88088,2016,98465,27529,39764,598,49775,89571
2014/10/08,20461,10544,30501,30501,5920,,38532,7024,248,,88172,2016,98669,27548,39844,598,49813,89619
2014/10/09,,,,,,,,,,,,,,,,,,
2014/10/10,20571,10561,30515,30515,5927,,38625,7036,249,,88336,2021,99201,27636,39991,598,49918,89736
2014/10/11,20595,10569,30522,30522,5931,,38693,7042,251,,88405,2022,99393,27716,40027,598,49946,89781
2014/10/12,20618,10575,30524,30524,5933,,38788,7047,252,,88442,2024,99565,27730,40068,598,49975,89822
2014/10/13,20661,10583,30523,30523,5936,,38816,7054,252,,88525,2025,99740,27681,40157,598,50016,89868
2014/10/14,20723,10592,30526,30526,5939,,38919,7056,255,,88630,2025,99938,27703,40267,598,50067,89934
2014/10/15,20781,10604,30530,30530,5943,,38974,7062,255,,88737,2025,100152,27718,40356,598,50112,90000
2014/10/16,20856,10608,30536,30536,5951,,39055,7069,260,,88788,2028,100376,27762,40444,598,50164,90069
2014/10/17,20929,10614,30545,30545,5956,,39176,7076,263,,88838,2028,100590,27796,40513,598,50196,90137
2014/10/18,20982,10621,30550,30550,5964,,39266,7078,264,,88880,2032,100772,27824,40576,598,50240,90178
2014/10/19,21024,10627,30559,30559,5966,,39358,7082,264,,88901,2034,100903,27849,40630,598,50278,90212
2014/10/20,21047,10635,30564,30564,5968,,39455,7086,267,,88983,2036,101069,27891,40715,598,50305,90255
2014/10/21,21118,10643,30571,30571,5972,,39516,7088,269,,89130,2036,101262,27941,40861,598,50310,90297
2014/10/22,21202,10652,30579,30579,5978,,39640,7092,270,,89203,2039,101455,27983,40937,598,50344,
2014/10/23,21277,10657,30599,30599,5984,,39796,7095,270,,89286,2043,101678,28023,41012,598,50386,90390
2014/10/24,21340,10667,30606,30606,5987,,39840,7100,271,,89361,2047,101873,28045,41078,598,50434,90447
2014/10/25,21395,10672,30622,30622,5992,,39889,7104,272,,89418,2049,102042,28070,41135,598,50476,90486
2014/10/26,21422,10680,30628,30628,5992,,39991,7106,274,,89444,2049,102176,28083,41193,598,50512,90518
2014/10/27,21464,10686,30630,30630,5992,,40120,7109,277,,89484,2050,102349,28112,41262,598,50559,90575
2014/10/28,21503,10690,30633,30633,5994,,40181,7114,279,,89593,2052,102557,28174,41357,598,50619,90625
2014/10/29,21571,10701,30639,30639,5999,,40232,7124,281,,89656,2055,102805,28223,41454,599,50689,90681
2014/10/30,21630,10709,30642,30642,6002,,40334,7132,283,,89712,2060,103024,28248,41536,599,50755,90739
2014/10/31,21695,10713,30648,30648,6002,,40447,7136,286,,89777,2061,103246,28293,41602,599,50811,90829
2014/11/01,21796,10719,30656,30656,6004,,40469,7138,286,,89828,2062,103477,28314,41665,599,50868,90869
2014/11/02,21838,10727,30662,30662,6008,,40497,7144,288,,89855,2062,103646,28336,41737,599,50897,90905
2014/11/03,21878,10733,30666,30666,6012,,40635,7149,290,,89899,2065,103808,28365,41829,599,50948,90954
2014/11/04,21931,10743,30675,30675,6017,,40719,7150,290,,89966,2065,104031,28400,41929,599,51005,91024
2014/11/05,21977,10751,30683,30683,6023,,40826,7155,292,,90060,2066,104261,28442,42043,599,51049,91104
2014/11/06,22043,10765,30670,30670,6034,,40899,7159,294,,90144,2070,104502,28483,42127,599,51105,91216
2014/11/07,22079,10781,30675,30675,6038,,41101,7159,296,,90189,2072,104739,28516,42223,599,51159,91266
2014/11/08,22127,10784,30679,30680,6041,,41208,7160,296,,90280,2074,104885,28570,42288,599,51195,91316
2014/11/09,22154,10786,30690,30690,,,41276,7160,297,,90346,2075,105006,28609,42346,599,51224,91361
2014/11/10,22198,10799,30692,30693,6050,,40653,7165,297,,90386,2076,105215,28644,42418,599,51275,91418
2014/11/11,22257,10807,30699,30700,6054,,39264,7174,298,,90492,2078,105410,28679,42495,599,51329,91492
2014/11/12,22315,10808,30708,30708,6054,,39290,7183,301,,90573,2082,105608,28721,42571,599,51373,91555
2014/11/13,22372,10819,30713,30713,6058,,39080,7189,303,,90697,2083,105850,29025,42675,599,51435,91613
2014/11/14,22438,10834,30717,30717,6062,,39164,7196,303,,90896,2084,106052,29067,42772,599,51477,91675
2014/11/15,22485,10838,30727,30728,6064,,39191,7199,303,,90988,2085,106268,29093,42823,599,51510,91718
2014/11/16,22520,10844,30736,30736,6066,,39246,7202,303,,91044,2088,106431,29118,42871,599,51547,91756
2014/11/17,22570,10850,30746,30746,6070,,39313,7207,305,,91105,2105,106640,29157,42959,599,51580,91802
2014/11/18,22624,10865,30751,30752,6072,,39380,7211,306,,91184,2110,106860,29190,43031,599,51637,91863
2014/11/19,22667,10878,30759,30759,6075,,39450,7217,308,,91265,2111,107130,29231,43119,599,51697,
